F0,F1,F2,F3,F4,F5,F6,F7,F8,Task1,Task2
39,73000,M,3.0,V,10000,7.51,0.14,N,0,A
33,21996,R,0.0,E,9250,12.87,0.42,N,1,C
24,98000,M,0.0,D,13200,15.28,0.13,Y,1,D
26,48000,R,7.0,M,9000,8.94,0.19,N,0,A
21,13500,R,0.0,V,3500,9.96,0.26,N,1,B
25,96000,R,3.0,D,12000,11.99,0.13,N,0,B
27,70000,M,1.0,D,5500,13.49,0.08,Y,0,C
33,37440,R,5.0,P,4400,11.71,0.12,N,0,B
28,61000,R,3.0,V,6300,13.61,0.1,Y,0,C
34,72000,R,2.0,V,20000,11.89,0.28,N,0,B
33,84996,R,17.0,E,10000,8.0,0.12,N,0,A
23,42000,R,2.0,P,6500,10.37,0.15,N,0,B
24,185000,R,7.0,H,25000,12.68,0.14,Y,0,C
28,75000,R,1.0,H,12000,9.63,0.16,N,0,A
25,60000,R,3.0,H,7000,6.92,0.12,N,0,A
23,70000,R,4.0,E,6000,11.49,0.09,N,0,B
21,14400,R,2.0,P,1825,15.62,0.13,Y,1,D
27,31850,M,8.0,V,14125,10.65,0.44,N,0,B
30,24000,R,0.0,D,5000,10.59,0.21,N,0,B
35,60000,R,4.0,D,15000,13.49,0.25,Y,0,C
29,113000,M,5.0,H,25000,13.16,0.22,N,1,C
29,43200,R,4.0,E,1600,13.49,0.04,N,0,C
22,62000,M,2.0,E,6000,13.92,0.1,N,0,C
48,72000,M,5.0,H,7000,14.96,0.1,Y,0,D
31,103000,R,2.0,V,20000,18.17,0.19,N,1,F
33,72000,R,9.0,P,9000,11.14,0.13,N,0,B
24,103044,M,8.0,M,11600,15.05,0.1,Y,1,D
28,50000,R,5.0,P,10000,7.88,0.2,N,0,A
22,70000,M,1.0,M,8400,7.88,0.12,N,0,A
24,54996,M,8.0,V,5500,5.99,0.1,N,0,A
24,70000,M,2.0,P,8950,11.89,0.13,N,0,B
42,36000,R,0.0,M,11000,11.97,0.31,Y,1,C
23,38000,M,5.0,E,8000,12.69,0.21,N,0,B
34,34000,R,0.0,P,8000,7.9,0.24,N,0,A
26,45000,R,1.0,M,4800,5.42,0.11,N,0,A
22,62000,M,6.0,V,5000,8.59,0.08,N,0,A
31,64800,R,3.0,V,3000,13.98,0.05,N,0,C
34,160000,M,1.0,H,23000,6.91,0.14,N,0,A
22,108803,M,6.0,M,10000,12.23,0.08,N,1,C
32,115000,R,16.0,H,17000,11.12,0.15,N,0,B
29,72500,R,1.0,P,7000,7.29,0.1,N,0,A
22,40000,R,2.0,E,10000,7.14,0.25,N,0,A
31,54996,R,5.0,P,5000,8.0,0.09,N,0,A
28,125000,O,4.0,P,10000,7.51,0.08,N,0,A
36,53000,M,0.0,D,2200,14.35,0.04,Y,0,C
34,66996,R,4.0,D,13000,15.2,0.19,Y,1,D
32,54996,M,1.0,M,7000,6.92,0.13,N,0,A
47,48000,R,14.0,M,2500,14.65,0.05,Y,0,C
22,30000,R,1.0,M,10000,12.53,0.33,N,1,C
27,89004,M,4.0,P,10000,7.51,0.11,N,0,A
29,58327,R,4.0,V,9600,11.48,0.16,N,0,B
32,80000,M,14.0,D,15350,8.49,0.19,N,0,A
29,21000,R,1.0,M,4000,5.79,0.19,N,0,A
26,55000,R,2.0,E,14000,9.99,0.25,N,0,B
25,80000,R,8.0,D,5000,14.96,0.06,Y,1,D
24,42856,R,8.0,D,16000,8.9,0.37,N,1,A
28,31200,R,5.0,M,15000,11.83,0.48,N,1,B
23,105000,R,7.0,P,7200,11.71,0.07,N,0,B
22,65338,M,6.0,E,6500,11.71,0.1,N,0,B
22,21600,R,1.0,V,9000,9.83,0.42,N,1,B
22,100000,M,0.0,M,24000,13.47,0.24,N,0,C
31,30000,R,2.0,P,4800,14.84,0.16,Y,1,D
38,43000,R,22.0,M,10000,16.89,0.23,Y,1,D
27,42000,O,3.0,P,8500,10.38,0.2,N,0,B
28,54000,M,1.0,V,6250,9.99,0.12,N,0,B
26,156000,M,2.0,H,35000,10.65,0.22,N,0,B
35,40792,R,2.0,V,2600,12.53,0.06,N,0,B
24,150000,M,8.0,V,15000,13.16,0.1,Y,0,C
29,48000,O,3.0,P,9600,12.23,0.2,Y,0,C
23,73000,R,0.0,D,6825,10.99,0.09,N,0,B
27,106000,O,3.0,P,16000,14.96,0.15,Y,0,D
26,216000,M,10.0,E,20000,14.22,0.09,Y,0,C
26,57600,M,10.0,M,1800,12.42,0.03,N,0,B
23,42806,M,7.0,E,1000,7.51,0.02,N,0,A
22,48000,M,2.0,V,13000,10.99,0.27,N,0,B
30,15000,R,2.0,H,4000,13.67,0.27,Y,1,D
24,35000,R,8.0,M,7000,12.69,0.2,N,0,B
24,24000,M,3.0,M,8000,5.99,0.33,N,0,A
33,65000,R,1.0,M,4000,12.87,0.06,N,0,C
34,65000,R,6.0,M,17000,8.49,0.26,N,0,A
25,59000,R,0.0,M,5000,15.62,0.08,Y,1,D
24,75000,M,4.0,V,19000,11.99,0.25,N,0,B
24,113676,M,8.0,E,7200,6.99,0.06,N,0,A
23,77000,R,3.0,V,1150,10.95,0.01,N,0,B
29,27840,R,0.0,P,8575,19.42,0.31,N,1,E
22,38000,M,3.0,D,6000,7.51,0.16,N,0,A
24,47088,R,8.0,D,4000,6.62,0.08,N,0,A
28,85000,M,6.0,V,9075,7.49,0.11,N,0,A
21,25000,M,2.0,P,3600,9.91,0.14,N,0,B
22,48000,R,3.0,M,13000,7.88,0.27,N,1,A
23,74000,O,7.0,P,15000,15.99,0.2,Y,0,D
29,80000,R,13.0,M,15000,13.72,0.19,Y,0,C
27,34900,R,3.0,M,5000,16.7,0.14,Y,1,E
28,70000,R,1.0,H,12000,14.27,0.17,Y,0,C
26,70000,R,3.0,P,6000,8.49,0.09,N,0,A
26,74500,R,8.0,V,5000,11.36,0.07,N,0,B
26,125000,R,5.0,H,21000,8.9,0.17,N,0,A
23,55200,M,1.0,P,15250,15.68,0.28,N,1,E
23,75000,R,5.0,D,8000,10.74,0.11,N,0,B
24,80000,O,8.0,V,12000,7.49,0.15,N,0,A
22,110000,M,7.0,E,20000,12.41,0.18,N,0,C
29,39000,M,12.0,P,16000,5.99,0.41,N,0,A
32,60000,R,7.0,H,7000,7.51,0.12,N,0,A
35,110000,M,7.0,D,9000,11.71,0.08,N,0,B
23,55000,O,6.0,V,18500,13.16,0.34,N,0,C
22,103000,M,6.0,P,15000,9.63,0.15,N,1,B
24,66000,M,5.0,D,13000,10.25,0.2,N,0,B
30,39552,M,2.0,V,12375,10.37,0.31,N,0,B
23,36000,R,0.0,E,8000,7.51,0.22,N,0,A
34,90000,M,19.0,D,5000,13.61,0.06,N,0,C
24,36000,R,0.0,E,3000,13.92,0.08,Y,0,C
22,69000,R,2.0,V,6000,7.49,0.09,N,0,A
26,64000,R,8.0,E,7500,9.83,0.12,N,0,B
25,54000,M,5.0,H,5100,9.62,0.09,N,0,B
37,120000,M,5.0,P,5400,5.99,0.04,N,0,A
22,22800,R,3.0,M,3000,6.62,0.13,N,0,A
26,30000,R,3.0,P,5400,10.0,0.18,N,0,B
21,35004,O,0.0,E,3000,15.58,0.09,N,0,D
27,53321,R,11.0,M,9000,15.58,0.17,Y,1,D
30,39500,R,3.0,E,6925,7.88,0.18,N,0,A
26,152000,M,3.0,M,17500,8.49,0.12,N,0,A
22,25000,R,6.0,E,8000,11.36,0.32,N,1,B
27,80000,M,11.0,P,8500,6.03,0.11,N,0,A
27,28968,R,1.0,P,5000,13.16,0.17,Y,0,C
24,79000,R,2.0,H,13800,8.49,0.17,N,0,A
23,95004,R,2.0,E,5000,9.63,0.05,N,0,A
30,60000,O,11.0,M,20000,6.17,0.33,N,0,A
24,64600,R,2.0,D,5000,7.9,0.08,N,0,A
31,111000,M,3.0,P,5150,6.62,0.05,N,0,A
39,53800,R,1.0,H,7000,9.62,0.13,N,0,B
23,24960,R,3.0,M,1675,11.11,0.07,N,0,B
24,70000,R,3.0,E,25000,11.86,0.36,N,1,B
27,125000,M,11.0,P,15975,12.72,0.13,Y,0,C
27,33500,R,0.0,M,2100,12.21,0.06,N,0,B
33,50000,M,8.0,M,4000,5.42,0.08,N,0,A
26,75000,M,5.0,E,12500,5.99,0.17,N,0,A
29,18000,R,2.0,E,3600,15.27,0.2,N,1,C
22,21000,R,2.0,D,10000,12.73,0.48,Y,1,C
21,83004,M,2.0,D,10000,15.28,0.12,N,1,D
22,28000,O,1.0,V,12300,6.62,0.44,N,0,A
25,25000,O,7.0,M,1525,10.95,0.06,N,0,B
29,120000,M,13.0,V,10000,6.17,0.08,N,0,A
25,63000,M,9.0,E,25000,11.49,0.4,N,0,B
33,44400,M,3.0,M,2000,14.22,0.05,Y,1,C
46,48000,R,1.0,E,8400,18.54,0.17,N,1,F
23,42000,R,2.0,P,6000,12.41,0.14,N,1,C
31,150000,R,0.0,H,12000,10.74,0.08,N,0,B
35,48000,M,7.0,E,17000,6.03,0.35,N,0,A
35,80000,R,0.0,E,7050,8.88,0.09,N,0,B
27,21600,O,1.0,P,4200,7.49,0.19,N,0,A
51,60000,R,6.0,D,8500,5.79,0.14,N,0,A
23,69000,R,7.0,D,6000,16.02,0.09,Y,1,D
28,54000,R,9.0,V,6000,5.42,0.11,N,0,A
24,27000,O,9.0,M,9475,8.94,0.35,N,0,A
32,154000,M,11.0,D,20000,11.83,0.13,N,0,B
32,55000,M,4.0,H,6500,13.98,0.12,N,0,C
27,56888,R,8.0,E,8000,16.29,0.14,Y,0,D
24,80000,M,6.0,P,16000,7.88,0.2,N,0,A
24,60000,M,2.0,D,10000,11.71,0.17,N,0,B
22,54600,R,6.0,D,8000,7.51,0.15,N,0,A
25,47000,R,8.0,D,8500,10.37,0.18,N,0,B
27,24000,R,2.0,M,2500,10.65,0.1,N,0,B
27,32960,R,3.0,P,15000,6.91,0.46,N,1,A
24,80000,R,3.0,V,20000,13.06,0.25,Y,0,C
23,80000,M,4.0,M,8000,10.99,0.1,N,0,B
33,75000,M,6.0,P,12000,5.42,0.16,N,0,A
27,60000,M,0.0,D,7000,7.43,0.12,N,0,A
47,52000,M,4.0,D,12000,7.29,0.23,N,0,A
23,78000,M,7.0,E,4600,7.66,0.06,N,0,A
24,43200,M,0.0,E,10000,14.26,0.23,N,0,C
37,74000,R,9.0,H,19200,12.87,0.26,Y,1,C
29,92000,M,8.0,H,12000,6.62,0.13,N,0,A
21,21000,R,5.0,M,5000,20.89,0.24,N,1,F
26,48000,R,3.0,V,4000,5.79,0.08,N,0,A
22,58896,M,6.0,E,9500,6.76,0.16,N,0,A
30,60000,M,8.0,M,7400,13.11,0.12,N,0,C
23,28800,R,2.0,V,5000,13.11,0.17,N,0,C
22,54000,R,6.0,P,9600,7.9,0.18,N,0,A
23,70000,M,4.0,P,6000,13.16,0.09,Y,0,C
29,84000,O,13.0,P,6000,5.42,0.07,N,0,A
24,45600,R,2.0,V,18250,13.35,0.4,N,1,C
25,40000,M,6.0,P,5000,12.61,0.13,Y,0,C
28,139913,M,7.0,H,5375,8.94,0.04,N,0,A
28,44000,M,5.0,D,7000,13.06,0.16,N,0,C
22,42200,R,6.0,V,12800,15.21,0.3,N,1,D
23,80400,R,4.0,P,9000,7.51,0.11,N,0,A
22,40000,M,6.0,V,4000,10.36,0.1,N,0,B
24,100896,R,7.0,H,15000,14.42,0.15,N,0,D
23,33000,R,1.0,D,4500,15.05,0.14,N,1,D
39,60000,M,20.0,M,7000,7.68,0.12,N,0,A
42,35000,O,12.0,P,2000,7.37,0.06,N,0,A
33,49000,R,2.0,H,3000,16.49,0.06,N,1,D
37,88000,R,4.0,P,25000,19.66,0.28,Y,1,G
31,65000,R,2.0,H,3000,5.42,0.05,N,0,A
36,54000,R,2.0,H,2225,10.59,0.04,N,1,C
32,63000,R,9.0,D,8000,10.74,0.13,N,1,B
31,46500,M,2.0,D,6250,5.79,0.13,N,0,A
24,87000,M,5.0,M,10000,10.36,0.11,N,0,B
26,30000,R,9.0,V,2000,11.49,0.07,N,0,B
24,27600,M,5.0,M,6000,15.62,0.22,Y,1,D
29,40000,R,2.0,D,23500,11.12,0.59,N,1,B
25,30000,R,5.0,D,4800,11.22,0.16,Y,0,C
22,29280,M,0.0,E,12000,11.66,0.41,Y,1,C
22,24000,M,5.0,E,5000,7.9,0.21,N,0,A
38,175000,M,21.0,V,10000,11.26,0.06,N,0,B
24,35000,R,1.0,M,4500,12.87,0.13,Y,0,C
22,24000,O,3.0,V,2500,10.59,0.1,N,0,B
23,52800,R,6.0,M,3000,10.99,0.06,N,0,B
29,59000,M,7.0,V,10000,7.49,0.17,N,0,A
23,59500,M,1.0,M,20000,11.83,0.29,N,1,B
30,31000,R,1.0,M,4800,13.43,0.15,Y,0,C
35,50004,R,2.0,M,12000,13.47,0.24,Y,0,C
32,87000,M,8.0,M,24800,12.53,0.29,N,0,B
23,45000,R,1.0,D,17625,8.9,0.39,N,1,A
31,135000,M,12.0,E,15000,13.85,0.11,Y,0,C
23,80000,M,1.0,E,15000,9.88,0.19,N,0,B
33,58000,R,5.0,M,6400,7.51,0.11,N,0,A
30,49641,M,9.0,P,8400,13.11,0.17,Y,0,C
24,100000,M,8.0,V,30000,18.62,0.3,Y,0,F
24,100000,M,3.0,E,10000,5.99,0.1,N,0,A
25,48000,R,4.0,E,8000,14.35,0.17,N,0,C
25,24000,O,7.0,H,6000,5.42,0.25,N,0,A
23,55000,M,4.0,V,8000,7.49,0.15,N,0,A
22,45000,O,7.0,E,6000,6.76,0.13,N,0,A
29,173088,M,13.0,V,8000,13.79,0.05,Y,0,C
28,88365,R,9.0,E,12000,16.29,0.14,N,0,D
35,78000,M,9.0,H,9450,10.99,0.12,N,0,B
31,60000,R,11.0,E,15000,11.71,0.25,N,0,B
28,71400,R,5.0,M,5000,11.12,0.06,N,1,B
24,29200,M,6.0,P,2500,6.76,0.09,N,0,A
23,95000,R,7.0,D,6000,16.49,0.06,N,1,D
31,78000,M,1.0,H,20000,14.26,0.26,Y,1,C
29,20400,R,2.0,M,2000,13.49,0.1,N,0,C
26,22800,R,4.0,D,5000,13.57,0.22,N,0,C
22,42000,R,0.0,V,4000,13.22,0.1,N,0,C
52,54833,R,14.0,H,20000,7.49,0.36,N,1,A
54,29000,M,7.0,P,2500,11.71,0.09,N,0,B
29,91440,R,13.0,H,23000,6.54,0.25,N,0,A
31,51500,R,6.0,H,19000,14.83,0.37,N,1,D
29,100000,M,5.0,P,10000,7.49,0.1,N,0,A
25,108000,M,8.0,V,15000,6.62,0.14,N,0,A
33,38400,R,6.0,M,10500,11.99,0.27,N,0,B
41,171194,M,9.0,H,25000,11.12,0.15,N,0,B
25,19200,O,4.0,E,3000,11.99,0.16,N,1,B
34,120000,M,4.0,M,16800,6.91,0.14,N,0,A
27,44004,R,1.0,E,11750,15.31,0.27,Y,1,D
30,90000,R,1.0,M,7000,9.25,0.08,N,0,B
26,51000,R,5.0,P,5600,7.49,0.11,N,0,A
27,37000,R,11.0,M,14700,5.99,0.4,N,1,A
29,112500,M,11.0,E,3000,13.35,0.03,N,0,C
28,42000,R,0.0,E,12000,11.11,0.29,N,0,B
29,56000,M,4.0,M,8000,11.49,0.14,N,1,B
36,170000,M,13.0,V,25000,7.51,0.15,N,0,A
23,22300,O,1.0,M,7500,11.12,0.34,N,0,B
34,40000,R,2.0,P,13200,12.42,0.33,N,1,B
22,52000,M,2.0,M,18000,9.88,0.35,N,0,B
42,97600,R,0.0,E,7000,8.9,0.07,N,0,A
27,52000,M,6.0,P,11500,7.14,0.22,N,0,A
21,32000,M,5.0,D,4200,11.58,0.13,N,0,B
25,75000,M,4.0,V,8000,16.29,0.11,N,0,D
25,34400,R,9.0,V,5000,13.49,0.15,N,0,C
32,36500,R,2.0,H,5000,6.91,0.14,N,1,A
24,64000,M,5.0,D,5200,7.9,0.08,N,0,A
23,65000,R,2.0,V,5000,5.42,0.08,N,0,A
23,59004,O,3.0,V,4000,6.99,0.07,N,0,A
27,67000,R,5.0,D,12000,13.23,0.18,Y,0,C
22,26400,R,6.0,E,9900,11.71,0.38,N,1,B
21,83000,M,3.0,V,14000,8.49,0.17,N,0,A
28,65000,M,6.0,P,22000,15.65,0.34,N,0,D
30,70125,M,2.0,M,25000,15.33,0.3,Y,1,D
21,70000,R,5.0,M,9700,12.53,0.14,N,0,B
33,30000,R,3.0,M,1200,6.76,0.04,N,0,A
24,48000,R,8.0,M,6000,12.22,0.13,Y,0,C
31,96000,M,4.0,V,12000,12.73,0.13,Y,0,C
33,62000,R,1.0,P,3000,6.99,0.05,N,0,A
27,73004,R,5.0,E,9000,9.63,0.12,N,1,A
27,36996,M,4.0,D,8800,11.48,0.24,N,0,B
25,53000,M,4.0,H,6000,6.62,0.11,N,0,A
22,48000,R,7.0,V,5000,6.99,0.1,N,0,A
31,26010,M,2.0,H,6500,9.99,0.25,N,0,B
27,58000,R,1.0,V,8000,11.36,0.14,N,0,B
26,30000,R,7.0,D,5000,14.42,0.17,N,1,D
26,201450,M,2.0,M,8000,16.95,0.03,N,1,E
23,48000,R,7.0,D,3500,13.98,0.07,N,0,C
30,70000,M,4.0,M,10200,12.42,0.15,N,0,B
29,46000,M,13.0,H,4800,11.86,0.1,N,1,B
34,60000,R,2.0,M,15000,7.88,0.25,N,0,A
29,85000,R,3.0,D,14000,5.42,0.16,N,0,A
24,64656,M,8.0,E,14500,10.99,0.22,N,0,B
27,46000,R,5.0,E,13000,14.59,0.28,Y,0,D
34,36000,R,1.0,M,4000,13.61,0.11,Y,0,C
24,105000,R,8.0,D,8000,7.51,0.08,N,0,A
37,100000,R,0.0,D,2400,9.99,0.02,N,0,B
25,52500,M,9.0,H,7000,5.79,0.13,N,0,A
52,54000,R,0.0,P,1500,8.49,0.03,N,1,A
33,22356,R,2.0,M,6000,7.9,0.27,N,0,A
25,39600,M,9.0,P,5000,8.88,0.13,N,0,B
24,35000,M,3.0,M,15000,14.27,0.43,N,0,C
34,225000,M,4.0,D,3000,13.35,0.01,Y,0,C
33,84000,M,9.0,E,20000,14.61,0.24,Y,0,D
29,45000,O,8.0,P,8000,12.21,0.18,N,0,B
22,75000,M,6.0,D,18000,5.79,0.24,N,0,A
25,28800,R,2.0,M,1600,6.62,0.06,N,0,A
25,45000,M,6.0,H,10000,9.99,0.22,N,0,B
26,90000,R,2.0,P,10000,7.49,0.11,N,0,A
23,32900,R,1.0,E,20000,16.0,0.61,N,1,D
31,111000,M,3.0,H,5150,6.62,0.05,N,0,A
34,70000,M,16.0,P,4000,7.74,0.06,N,0,A
31,57006,R,7.0,V,6000,7.29,0.11,N,0,A
24,21600,R,0.0,D,6600,12.68,0.31,N,1,C
37,80000,M,8.0,D,13000,6.62,0.16,N,0,A
27,79200,O,1.0,H,15000,17.14,0.19,N,0,E
24,49000,M,2.0,V,20000,15.57,0.41,Y,0,E
26,95000,R,10.0,E,17000,11.49,0.18,N,0,B
28,66000,R,12.0,D,8400,7.51,0.13,N,1,A
29,140000,R,5.0,D,20000,13.49,0.14,Y,0,C
29,17004,R,8.0,H,2200,9.32,0.13,N,1,A
41,47000,O,2.0,P,14000,7.88,0.3,N,0,A
24,60000,R,2.0,P,25000,11.11,0.42,N,1,B
24,51000,O,6.0,V,6000,10.75,0.12,N,0,B
27,41000,R,0.0,M,15000,11.48,0.37,N,1,B
25,160000,O,5.0,V,15000,11.14,0.09,N,0,B
26,109200,M,10.0,P,2300,7.9,0.02,N,0,A
32,75333,M,1.0,E,15000,11.58,0.2,N,0,B
24,34000,R,1.0,H,10000,12.69,0.29,N,1,B
22,108000,R,1.0,P,8000,16.29,0.07,Y,1,D
25,36000,R,8.0,P,3350,7.9,0.09,N,0,A
30,50400,R,2.0,P,7500,10.25,0.15,N,0,B
22,67200,M,2.0,P,5000,9.99,0.07,N,0,B
25,72000,M,9.0,H,10000,14.96,0.14,N,0,D
22,45000,R,3.0,M,5000,9.91,0.11,N,0,B
28,89602,M,4.0,V,4800,5.42,0.05,N,0,A
23,85596,M,5.0,V,6000,10.0,0.07,N,0,B
22,94692,M,5.0,E,20000,11.49,0.21,N,0,B
45,37000,R,0.0,H,20000,11.71,0.54,N,1,B
23,50000,R,3.0,V,6400,6.91,0.13,N,0,A
28,120000,O,1.0,P,3600,14.84,0.03,N,0,D
29,40000,M,0.0,E,10625,6.62,0.27,N,0,A
30,43500,R,0.0,E,3000,12.42,0.07,N,0,B
27,62000,M,1.0,H,3275,9.33,0.05,N,0,B
22,42000,R,3.0,M,4000,8.88,0.1,N,0,B
23,104736,M,3.0,D,25000,14.11,0.24,Y,1,D
27,49800,R,3.0,P,10000,10.74,0.2,N,0,B
22,60000,M,4.0,P,3000,13.16,0.05,N,0,C
24,36000,R,5.0,V,6000,14.96,0.17,N,0,D
25,62000,R,3.0,V,17000,5.99,0.27,N,0,A
22,48000,M,2.0,E,7000,13.48,0.15,N,0,C
23,287000,R,3.0,E,24250,12.53,0.08,N,0,B
23,21360,R,0.0,P,7500,7.14,0.35,N,1,A
21,62000,R,2.0,E,6000,10.25,0.1,N,0,B
21,45000,M,3.0,M,4500,7.14,0.1,N,0,A
24,90000,M,8.0,D,19750,13.61,0.22,Y,0,C
29,95000,M,4.0,D,2400,13.72,0.03,N,0,C
23,90000,M,1.0,E,15000,16.32,0.17,N,0,E
31,80000,M,5.0,P,6000,7.4,0.07,N,0,A
28,48000,R,12.0,M,7000,11.36,0.15,N,0,B
22,107000,M,2.0,M,17400,13.47,0.16,N,0,C
23,100000,M,4.0,M,15000,13.49,0.15,N,0,C
27,66300,M,11.0,M,21000,15.62,0.27,Y,1,D
32,84000,R,7.0,D,15000,10.99,0.18,N,0,B
25,48000,R,0.0,E,3000,13.47,0.06,Y,0,C
34,46800,M,1.0,H,5525,11.11,0.12,N,0,B
25,120000,M,4.0,H,25000,10.99,0.21,N,1,B
37,20800,R,3.0,V,4000,19.41,0.19,N,0,F
32,32004,R,10.0,D,10400,15.27,0.32,N,1,C
22,55000,R,1.0,V,15000,12.84,0.27,N,0,C
33,36000,M,10.0,P,5000,8.49,0.14,N,0,A
25,20000,O,0.0,P,5650,15.99,0.28,Y,0,D
24,56000,M,3.0,E,15000,8.49,0.27,N,0,A
38,18720,R,0.0,D,6000,15.99,0.32,Y,1,D
24,48000,O,4.0,E,3000,5.79,0.06,N,0,A
22,19176,R,3.0,V,2000,14.22,0.1,Y,0,C
31,76500,R,1.0,E,14000,11.49,0.18,N,0,B
25,116000,M,0.0,E,35000,17.58,0.3,Y,0,D
26,73000,R,0.0,E,5000,15.31,0.07,Y,1,D
23,36100,R,2.0,D,5000,7.49,0.14,N,0,A
22,32400,R,2.0,M,10400,14.84,0.32,N,1,D
25,54000,R,2.0,P,24250,13.98,0.45,N,1,C
23,85000,R,2.0,V,12000,13.16,0.14,Y,0,C
27,60000,R,6.0,P,6000,8.94,0.1,N,0,A
26,42000,R,4.0,E,12800,10.59,0.3,N,0,B
42,100000,R,3.0,V,10000,13.55,0.1,Y,0,D
24,48000,O,5.0,V,4400,5.99,0.09,N,0,A
24,86000,M,8.0,H,16000,11.12,0.19,N,0,B
47,100000,M,4.0,V,2500,9.99,0.03,N,0,B
22,40000,R,1.0,E,16000,8.88,0.4,N,1,B
25,50000,M,9.0,P,20000,15.27,0.4,N,0,C
30,48000,R,3.0,V,10000,12.87,0.21,Y,0,C
25,132000,R,4.0,H,10000,12.84,0.08,Y,0,C
22,30000,R,4.0,M,6500,13.85,0.22,N,0,C
23,96000,R,7.0,E,7300,8.49,0.08,N,0,A
26,47000,R,8.0,P,3800,13.49,0.08,N,0,C
34,35100,M,16.0,E,9000,13.47,0.26,N,0,C
21,62496,M,1.0,E,5000,12.53,0.08,Y,0,C
21,19200,O,5.0,E,3300,6.17,0.17,N,1,A
33,155000,R,3.0,M,8000,7.9,0.05,N,0,A
38,37500,R,0.0,V,1375,6.91,0.04,N,0,A
33,32400,R,6.0,M,2500,15.33,0.08,Y,1,D
21,24000,R,6.0,V,2400,16.29,0.1,N,0,D
23,24091,M,5.0,P,3500,12.99,0.15,Y,0,C
28,60000,O,12.0,E,7000,15.99,0.12,N,0,D
48,83500,R,7.0,E,10200,5.79,0.12,N,0,A
28,53000,R,0.0,M,12000,14.22,0.23,N,0,C
24,38000,O,2.0,H,5000,12.53,0.13,N,0,C
22,48000,R,5.0,M,15000,11.89,0.31,N,1,B
25,67000,R,9.0,P,5000,13.92,0.07,Y,1,C
40,37440,M,3.0,P,10000,11.14,0.27,N,0,B
21,10800,R,4.0,P,2500,8.88,0.23,N,1,B
23,85000,R,0.0,E,7000,10.74,0.08,N,0,B
25,71604,R,0.0,E,7200,10.95,0.1,N,0,B
25,73163,M,9.0,V,25000,16.45,0.34,N,0,E
24,63582,M,3.0,H,14000,13.85,0.22,N,1,C
28,101000,M,7.0,P,6000,8.32,0.06,N,0,A
25,115000,R,3.0,M,10000,10.37,0.09,N,0,B
33,37000,M,2.0,M,13000,10.36,0.35,N,0,B
28,50000,M,1.0,P,8000,5.99,0.16,N,0,A
27,120000,M,10.0,D,7000,5.99,0.06,N,0,A
23,28800,R,0.0,M,1500,7.74,0.05,N,0,A
22,48500,R,1.0,V,20000,11.36,0.41,N,1,B
21,45000,R,5.0,M,6000,9.38,0.13,N,0,A
28,37000,R,7.0,E,3600,14.11,0.1,N,0,D
25,85000,M,9.0,M,4000,7.88,0.05,N,0,A
22,64260,M,6.0,P,9200,13.43,0.14,Y,0,C
23,45000,R,2.0,P,11200,10.59,0.25,N,0,B
39,26000,R,11.0,D,11000,8.59,0.42,N,1,A
29,159996,O,1.0,H,10000,11.86,0.06,N,0,B
23,60000,M,5.0,D,10000,11.71,0.17,N,0,B
22,64000,M,5.0,V,6000,10.99,0.09,N,0,B
26,40000,R,0.0,V,8200,6.62,0.2,N,0,A
33,100000,M,1.0,E,25000,10.39,0.25,N,0,B
23,88000,R,0.0,E,15000,10.28,0.17,N,0,C
26,80004,M,7.0,D,7500,15.23,0.09,Y,1,C
24,133000,R,5.0,E,17400,11.71,0.13,N,0,B
24,70399,R,0.0,D,1000,8.59,0.01,N,0,A
25,29000,R,0.0,M,6000,13.49,0.21,N,1,C
24,96216,M,5.0,V,14400,7.88,0.15,N,0,A
23,21000,R,2.0,D,3000,12.68,0.14,Y,0,C
28,84000,M,12.0,M,20500,10.0,0.24,N,0,B
25,49600,R,9.0,E,12000,7.14,0.24,N,0,A
31,80400,R,0.0,D,12000,7.29,0.15,N,0,A
42,57000,R,4.0,M,15000,13.43,0.26,Y,0,C
38,28584,R,4.0,E,5400,13.47,0.19,N,0,C
24,75000,R,8.0,E,17000,9.33,0.23,N,0,B
39,310400,M,13.0,D,15000,15.65,0.05,Y,1,D
36,31000,R,2.0,M,8000,14.11,0.26,N,1,D
39,60000,O,7.0,V,6800,17.49,0.11,Y,0,D
37,60000,M,17.0,H,6000,9.32,0.1,N,0,A
66,40000,R,2.0,E,7000,15.68,0.17,Y,1,E
40,28800,R,4.0,D,5400,10.37,0.19,N,0,B
22,35000,R,2.0,M,7000,18.09,0.2,Y,1,F
25,34800,R,9.0,M,5600,16.77,0.16,N,1,D
33,150000,O,14.0,V,21000,11.83,0.14,N,0,B
46,86807,M,0.0,V,10000,8.94,0.12,N,0,A
29,71500,M,3.0,D,6000,9.63,0.08,N,0,B
28,42000,R,4.0,M,3000,10.25,0.07,N,0,B
22,78700,M,6.0,P,7000,7.68,0.09,N,1,A
27,27000,R,1.0,D,5000,7.88,0.19,N,0,A
24,40000,R,3.0,E,6000,6.62,0.15,N,0,A
25,45000,M,3.0,E,6000,11.83,0.13,N,0,B
34,32000,R,0.0,M,4500,6.62,0.14,N,0,A
29,51000,R,2.0,M,6000,7.29,0.12,N,0,A
23,86000,M,5.0,E,21000,8.9,0.24,N,0,A
